product_id,price,shipping_cost,marketing_budget,material_quality,category,season,customer_reviews,competition_level,is_bestseller
P0381,18.4,3.53,594.0,7.0,Apparel,Fall,3.2,2,1
P0382,21.77,3.91,1101.0,2.0,Electronics,Spring,1.2,3,0
P0383,7.49,3.55,236.0,6.0,Apparel,Fall,2.9,5,0
P0384,22.92,3.98,3088.0,6.0,Home,Fall,3.2,2,1
P0385,19.46,6.66,2322.0,6.0,Toys,Winter,2.4,1,1
P0386,36.79,5.48,1340.0,8.0,Electronics,Fall,3.6,2,1
P0387,42.07,5.17,569.0,7.0,Sports,Summer,3.3,4,1
P0388,123.14,6.75,1334.0,8.0,Electronics,Summer,3.3,3,0
P0389,64.41,7.04,285.0,6.0,Electronics,Spring,2.7,3,0
P0390,22.11,7.82,1857.0,8.0,Toys,Spring,3.7,2,1
P0391,17.66,5.61,4814.0,9.0,Beauty,Summer,3.5,4,1
P0392,46.73,3.9,2404.0,8.0,Sports,Spring,3.7,2,1
P0393,13.14,4.41,277.0,4.0,Electronics,Spring,1.8,3,0
P0394,119.35,6.16,1026.0,6.0,Electronics,Summer,3.3,2,0
P0395,75.61,5.22,141.0,5.0,Apparel,Summer,3.5,2,0
P0396,23.85,3.31,1322.0,7.0,Electronics,Summer,2.9,2,1
P0397,9.98,4.19,1142.0,7.0,Electronics,Winter,3.5,3,1
P0398,85.43,6.8,71.0,4.0,Beauty,Winter,1.9,3,0
P0399,30.56,3.6,165.0,6.0,Beauty,Summer,3.3,3,1
P0400,78.77,5.59,474.0,2.0,Electronics,Fall,1.0,1,0
P0401,10.85,3.74,464.0,9.0,Apparel,Summer,4.1,2,1
P0402,21.77,3.84,156.0,,Beauty,Winter,2.2,3,0
P0403,33.24,3.69,1061.0,6.0,Apparel,Spring,2.8,5,1
P0404,34.22,4.34,899.0,5.0,Home,Fall,2.1,2,1
P0405,24.17,5.31,527.0,8.0,Apparel,Fall,3.9,3,1
P0406,51.21,4.15,269.0,1.0,Electronics,Spring,1.0,5,0
P0407,15.68,3.1,2341.0,6.0,Toys,Fall,,1,1
P0408,29.97,4.06,4849.0,6.0,Apparel,Spring,2.8,3,1
P0409,36.02,7.84,,5.0,Electronics,Winter,2.5,2,0
P0410,47.47,5.58,319.0,9.0,Electronics,Fall,4.0,2,1
P0411,54.5,5.84,1199.0,4.0,Beauty,Fall,1.9,2,0
P0412,15.07,3.63,433.0,7.0,Beauty,Spring,3.3,2,1
P0413,11.31,4.19,563.0,7.0,Apparel,Spring,3.9,5,1
P0414,80.99,4.94,1616.0,8.0,Apparel,Winter,3.3,4,1
P0415,41.79,5.27,67.0,5.0,Home,Spring,3.0,4,0
P0416,19.61,6.76,3236.0,5.0,Electronics,Spring,3.1,4,1
P0417,98.08,6.86,726.0,8.0,Home,Winter,3.3,1,1
P0418,35.91,6.68,406.0,7.0,Apparel,Summer,2.7,3,0
P0419,75.6,6.7,598.0,3.0,Apparel,Summer,2.0,4,0
P0420,34.72,3.73,636.0,5.0,Home,Spring,2.3,2,1
P0421,140.12,10.19,83.0,7.0,Apparel,Winter,4.0,4,0
P0422,113.15,6.0,4000.0,8.0,Beauty,Summer,3.6,4,0
P0423,27.82,4.48,699.0,5.0,Apparel,Winter,2.2,5,0
P0424,65.37,4.69,1132.0,1.0,Apparel,Spring,1.0,2,0
P0425,52.03,4.08,2084.0,7.0,Toys,Spring,3.7,2,1
P0426,86.32,5.91,195.0,4.0,Electronics,Winter,2.0,3,0
P0427,16.85,3.53,1174.0,2.0,Sports,Fall,1.5,5,0
P0428,53.53,5.1,482.0,1.0,Apparel,Spring,1.5,1,0
P0429,69.47,5.88,1837.0,7.0,Home,Spring,3.1,1,1
P0430,9.67,2.86,52.0,6.0,Sports,Spring,2.9,3,0
P0431,14.46,3.13,591.0,6.0,Electronics,Spring,2.9,2,1
P0432,7.94,3.97,323.0,9.0,Beauty,Winter,4.2,3,1
P0433,27.42,3.95,1117.0,7.0,Home,Winter,3.5,4,1
P0434,54.72,6.1,,9.0,Electronics,Winter,3.9,2,1
P0435,94.79,6.93,285.0,3.0,Home,Winter,1.9,1,0
P0436,34.88,6.35,283.0,6.0,Home,Fall,2.8,5,0
P0437,103.55,7.38,582.0,3.0,Apparel,Winter,1.3,2,0
P0438,12.6,3.72,227.0,6.0,Electronics,Winter,3.0,2,1
P0439,10.05,4.48,1827.0,6.0,Electronics,Spring,3.7,4,1
P0440,31.85,3.94,427.0,,Electronics,Fall,2.9,3,1
P0441,43.33,4.35,50.0,6.0,Sports,Spring,2.6,3,0
P0442,32.37,5.8,424.0,7.0,Electronics,Fall,2.9,4,0
P0443,7.79,3.62,191.0,7.0,Toys,Summer,3.5,4,1
P0444,31.11,5.84,94.0,10.0,Electronics,Fall,4.5,3,1
P0445,13.29,5.49,151.0,5.0,Electronics,Fall,2.5,5,0
P0446,52.92,7.01,758.0,4.0,Sports,Spring,1.8,1,0
P0447,42.8,7.51,3276.0,6.0,Electronics,Fall,2.9,4,0
P0448,17.15,3.86,969.0,5.0,Electronics,Fall,1.9,2,1
P0449,23.11,3.77,321.0,9.0,Apparel,Spring,4.0,5,1
P0450,15.78,4.28,1150.0,5.0,Electronics,Summer,2.9,3,1
P0451,31.69,4.15,383.0,5.0,Electronics,Summer,2.0,2,0
P0452,64.62,5.82,289.0,5.0,Toys,Summer,1.9,4,0
P0453,16.61,4.83,166.0,7.0,Electronics,Fall,3.9,4,1
P0454,47.13,5.66,81.0,6.0,Beauty,Spring,2.7,4,0
P0455,22.85,3.89,417.0,5.0,Home,Summer,3.0,2,1
P0456,19.01,3.34,804.0,9.0,Electronics,Summer,3.9,2,1
P0457,30.73,4.27,592.0,4.0,Electronics,Summer,,3,0
P0458,16.04,3.21,404.0,6.0,Beauty,Summer,3.1,3,1
P0459,22.48,6.49,214.0,7.0,Beauty,Spring,2.9,4,0
P0460,14.32,3.57,1380.0,3.0,Apparel,Summer,1.9,1,1
P0461,131.01,6.68,137.0,7.0,Electronics,Fall,3.1,3,0
P0462,33.94,3.56,1688.0,4.0,Electronics,Fall,1.7,3,1
P0463,20.29,4.67,200.0,7.0,Apparel,Spring,3.4,2,1
P0464,38.47,5.17,270.0,4.0,Home,Winter,2.1,2,0
P0465,30.61,4.04,114.0,7.0,Beauty,Summer,3.2,3,1
P0466,28.37,3.46,364.0,8.0,Electronics,Summer,3.1,1,1
P0467,50.9,4.82,2144.0,8.0,Sports,Fall,4.2,2,1
P0468,56.28,4.75,1235.0,6.0,Home,Spring,3.3,2,1
P0469,22.84,4.88,2152.0,6.0,Electronics,Winter,3.3,4,1
P0470,22.13,4.56,1245.0,5.0,Apparel,Fall,2.4,2,1
P0471,27.32,4.0,177.0,9.0,Sports,Winter,3.3,3,1
P0472,6.61,3.07,447.0,5.0,Beauty,Spring,3.3,5,1
P0473,11.47,9.48,261.0,4.0,Home,Spring,2.2,4,0
P0474,86.21,5.99,3284.0,7.0,Apparel,Spring,3.0,4,0
P0475,104.74,7.39,,5.0,Apparel,Fall,2.7,2,0
P0476,27.82,3.56,1944.0,4.0,Apparel,Spring,2.7,4,1
P0477,49.58,4.98,1942.0,3.0,Home,Fall,1.8,3,0
P0478,41.18,3.78,5976.0,5.0,Sports,Fall,3.1,3,1
P0479,249.99,11.06,407.0,6.0,Apparel,Summer,3.3,3,0
P0480,72.51,9.66,1564.0,6.0,Beauty,Fall,2.5,2,0
P0481,30.28,4.14,10280.0,8.0,Home,Fall,3.3,5,1
P0482,16.96,3.07,317.0,7.0,Home,Summer,3.6,3,1
P0483,10.76,2.87,105.0,6.0,Toys,Winter,,4,0
P0484,38.18,4.38,,6.0,Apparel,Summer,2.8,5,0
P0485,19.5,3.35,1564.0,7.0,Beauty,Summer,2.7,4,1
P0486,12.24,2.9,69.0,8.0,Apparel,Spring,3.4,1,1
P0487,21.06,5.25,425.0,6.0,Electronics,Spring,2.8,4,0
P0488,15.53,3.89,1124.0,5.0,Beauty,Summer,2.4,4,1
P0489,107.88,6.25,831.0,4.0,Beauty,Spring,2.0,4,0
P0490,61.38,7.8,1108.0,3.0,Electronics,Summer,1.4,2,0
P0491,32.93,3.67,868.0,7.0,Home,Spring,4.2,2,1
P0492,93.31,9.98,3086.0,7.0,Sports,Fall,4.0,4,1
P0493,34.96,4.11,212.0,7.0,Beauty,Spring,2.8,2,1
P0494,18.12,6.33,295.0,6.0,Apparel,Spring,3.5,3,1
P0495,96.18,6.77,263.0,9.0,Sports,Fall,3.8,5,0
P0496,48.29,6.58,1801.0,5.0,Electronics,Summer,2.6,3,0
P0497,16.02,9.18,1960.0,8.0,Electronics,Spring,3.6,2,1
P0498,28.98,3.88,1143.0,6.0,Electronics,Spring,2.6,2,1
P0499,17.94,7.91,2752.0,5.0,Electronics,Fall,2.9,3,1
P0500,12.58,3.62,162.0,7.0,Toys,Fall,3.3,1,1
P0501,63.33,5.13,4918.0,7.0,Electronics,Fall,3.1,3,1
P0502,126.04,6.91,4138.0,7.0,Toys,Winter,2.7,3,0
P0503,12.44,4.04,1608.0,6.0,Apparel,Fall,2.5,5,1
P0504,49.11,4.22,5643.0,6.0,Sports,Summer,2.2,4,1
P0505,21.0,4.34,91.0,10.0,Sports,Spring,4.3,2,1
P0506,23.55,4.38,354.0,,Home,Spring,3.1,4,1
P0507,21.87,5.31,275.0,7.0,Home,Winter,3.1,3,1
P0508,18.09,5.73,1581.0,6.0,Home,Spring,3.4,2,1
P0509,34.26,4.4,189.0,8.0,Beauty,Spring,4.1,3,1
P0510,18.51,3.6,1651.0,7.0,Beauty,Summer,3.2,5,1
P0511,40.02,4.15,3445.0,6.0,Apparel,Spring,2.9,3,1
P0512,31.97,3.78,1532.0,5.0,Beauty,Summer,3.3,3,1
P0513,28.01,3.43,935.0,6.0,Electronics,Winter,,5,1
P0514,17.54,3.66,203.0,1.0,Electronics,Summer,1.0,1,0
P0515,22.12,3.64,241.0,6.0,Beauty,Fall,2.3,1,1
P0516,56.19,9.28,2980.0,5.0,Electronics,Fall,2.7,1,1
P0517,47.02,5.13,1695.0,,Sports,Winter,4.3,3,1
P0518,16.71,3.64,635.0,6.0,Electronics,Spring,2.6,3,1
P0519,35.5,4.87,403.0,4.0,Apparel,Summer,2.3,5,0
P0520,56.03,4.41,59.0,6.0,Electronics,Fall,2.8,3,0
P0521,10.29,3.69,184.0,4.0,Apparel,Summer,2.1,3,0
P0522,48.44,5.43,6593.0,7.0,Sports,Fall,2.3,3,1
P0523,20.83,4.13,143.0,7.0,Electronics,Summer,3.2,3,0
P0524,49.37,4.75,835.0,8.0,Electronics,Spring,4.0,1,1
P0525,19.41,10.72,2228.0,5.0,Apparel,Winter,2.3,5,0
P0526,9.36,5.97,148.0,6.0,Electronics,Spring,2.9,4,0
P0527,10.6,4.28,830.0,,Sports,Summer,1.9,3,1
P0528,34.25,4.79,2050.0,7.0,Apparel,Fall,3.4,4,1
P0529,39.72,5.15,675.0,7.0,Home,Fall,3.2,4,1
P0530,17.58,3.36,20000.0,7.0,Beauty,Winter,2.9,3,1
P0531,51.78,4.81,90.0,6.0,Home,Spring,3.4,2,0
P0532,10.35,2.87,2370.0,7.0,Sports,Spring,3.6,4,1
P0533,31.62,4.42,541.0,9.0,Apparel,Spring,3.7,3,1
P0534,14.19,4.1,1680.0,5.0,Electronics,Fall,2.7,2,1
P0535,20.98,3.52,1130.0,6.0,Beauty,Winter,3.1,5,1
P0536,34.23,8.51,276.0,4.0,Sports,Fall,2.5,3,0
P0537,18.13,6.65,876.0,4.0,Home,Spring,1.5,4,0
P0538,25.3,5.18,72.0,6.0,Home,Summer,3.3,5,0
P0539,66.98,5.65,1372.0,8.0,Electronics,Fall,3.4,3,1
P0540,22.11,6.22,951.0,6.0,Apparel,Winter,2.8,3,0
P0541,59.44,4.49,1431.0,,Sports,Spring,4.0,4,1
P0542,15.02,5.3,,5.0,Home,Summer,2.7,2,1
P0543,47.98,4.14,1034.0,5.0,Electronics,Fall,2.4,3,1
P0544,90.84,7.6,794.0,7.0,Beauty,Summer,2.4,3,0
P0545,5.87,3.16,231.0,3.0,Electronics,Summer,2.4,2,0
P0546,18.96,6.21,283.0,8.0,Electronics,Winter,3.1,5,1
P0547,49.6,8.31,2763.0,5.0,Beauty,Fall,2.1,1,1
P0548,28.73,3.6,3728.0,7.0,Sports,Winter,3.1,1,1
P0549,42.94,4.72,500.0,4.0,Electronics,Spring,2.8,5,0
P0550,21.7,9.09,703.0,7.0,Apparel,Summer,3.6,4,1
P0551,35.18,4.55,225.0,7.0,Apparel,Winter,3.2,2,0
P0552,29.7,6.38,2717.0,7.0,Home,Winter,3.4,4,1
P0553,75.0,6.08,1478.0,4.0,Electronics,Spring,2.0,5,0
P0554,39.57,4.39,6833.0,6.0,Beauty,Fall,3.0,3,1
P0555,41.94,4.26,232.0,4.0,Toys,Winter,2.2,5,0
P0556,24.82,3.59,423.0,6.0,Sports,Summer,3.3,1,1
P0557,23.54,5.36,878.0,8.0,Electronics,Summer,4.0,4,1
P0558,24.46,3.97,1445.0,7.0,Sports,Summer,3.4,4,1
P0559,43.65,4.88,513.0,6.0,Electronics,Summer,2.8,4,0
P0560,24.66,4.26,233.0,,Apparel,Winter,2.5,3,0
P0561,40.56,5.01,1915.0,7.0,Apparel,Summer,3.2,3,1
P0562,141.57,9.76,1580.0,6.0,Electronics,Winter,2.5,4,0
P0563,60.93,10.25,222.0,2.0,Beauty,Fall,1.3,4,0
P0564,26.36,4.08,3383.0,7.0,Apparel,Summer,3.3,4,1
P0565,76.77,7.44,2709.0,6.0,Apparel,Fall,3.3,4,0
P0566,24.89,5.42,781.0,8.0,Toys,Winter,3.5,2,1
P0567,7.95,4.02,,4.0,Apparel,Spring,1.7,3,0
P0568,16.35,7.68,1293.0,1.0,Sports,Fall,1.2,2,0
P0569,8.94,3.1,237.0,7.0,Electronics,Summer,3.3,3,1
P0570,25.89,3.45,690.0,7.0,Apparel,Spring,3.3,4,1
P0571,33.55,6.39,50.0,3.0,Beauty,Fall,2.2,3,0
P0572,107.07,6.58,1904.0,4.0,Apparel,Winter,2.6,5,0
P0573,41.63,6.56,102.0,10.0,Home,Winter,4.1,3,0
P0574,28.41,6.71,4040.0,5.0,Electronics,Winter,2.3,3,1
P0575,59.18,4.37,448.0,7.0,Apparel,Fall,2.8,3,1
P0576,7.04,5.94,516.0,5.0,Apparel,Winter,2.8,2,1
P0577,39.05,4.56,313.0,2.0,Apparel,Fall,2.1,3,0
P0578,56.8,5.28,471.0,6.0,Apparel,Summer,2.8,4,0
P0579,11.76,4.33,3649.0,6.0,Sports,Summer,2.8,3,1
P0580,73.75,8.63,50.0,5.0,Electronics,Fall,3.1,2,0
P0581,41.97,3.79,3079.0,6.0,Electronics,Fall,3.1,2,1
P0582,24.76,4.21,998.0,6.0,Electronics,Spring,3.1,2,1
P0583,51.57,5.79,156.0,6.0,Toys,Winter,2.4,3,0
P0584,162.31,9.29,183.0,4.0,Beauty,Summer,2.5,4,0
P0585,37.61,5.4,4972.0,7.0,Sports,Summer,2.9,1,1
P0586,39.4,3.9,214.0,2.0,Beauty,Spring,1.0,3,0
P0587,24.01,3.75,167.0,2.0,Electronics,Fall,1.4,3,0
P0588,18.27,3.71,2604.0,7.0,Electronics,Fall,3.0,1,1
P0589,59.22,6.72,999.0,7.0,Home,Spring,3.2,2,1
P0590,18.19,3.54,216.0,,Home,Winter,2.3,2,1
P0591,34.82,3.9,863.0,3.0,Electronics,Fall,2.2,2,0
P0592,23.7,7.95,194.0,5.0,Electronics,Fall,3.0,3,0
P0593,46.31,3.9,2492.0,6.0,Toys,Winter,2.1,3,1
P0594,41.83,12.95,2377.0,3.0,Beauty,Winter,2.2,2,0
P0595,68.46,6.25,1259.0,5.0,Electronics,Spring,2.2,4,0
P0596,23.17,5.84,1027.0,7.0,Sports,Spring,3.6,5,1
P0597,27.41,3.85,5505.0,9.0,Electronics,Spring,3.9,5,1
P0598,16.69,3.02,665.0,5.0,Apparel,Fall,2.6,1,1
P0599,24.26,5.24,161.0,7.0,Electronics,Spring,3.2,4,0
P0600,43.13,6.49,1141.0,3.0,Electronics,Fall,2.3,3,0
P0601,56.25,6.21,8130.0,7.0,Apparel,Summer,2.8,3,1
P0602,17.37,3.25,197.0,5.0,Sports,Winter,2.8,3,1
P0603,60.87,6.43,431.0,7.0,Electronics,Winter,3.7,3,1
P0604,85.54,7.26,1096.0,6.0,Home,Summer,3.2,3,0
P0605,44.23,5.44,623.0,8.0,Apparel,Spring,4.5,2,1
P0606,123.19,8.38,,4.0,Apparel,Fall,2.0,2,0
P0607,19.27,5.88,2556.0,7.0,Beauty,Fall,3.6,2,1
P0608,13.86,4.34,10765.0,5.0,Home,Fall,2.5,3,1
P0609,9.53,2.93,842.0,6.0,Toys,Winter,3.4,4,1
P0610,94.37,6.33,,6.0,Toys,Spring,2.9,4,0
P0611,52.36,4.19,104.0,4.0,Electronics,Fall,2.0,2,0
P0612,31.85,4.24,906.0,6.0,Electronics,Fall,3.4,3,1
P0613,40.28,4.49,2502.0,6.0,Beauty,Fall,2.7,4,1
P0614,15.06,3.05,1176.0,6.0,Toys,Summer,2.3,4,1
P0615,183.47,8.65,663.0,6.0,Home,Fall,2.7,3,0
P0616,36.25,3.76,328.0,,Sports,Summer,3.5,3,1
P0617,35.75,6.05,179.0,8.0,Sports,Fall,4.2,3,1
P0618,55.04,8.58,,4.0,Electronics,Fall,2.2,2,0
P0619,46.37,4.0,1991.0,8.0,Home,Fall,4.1,3,1
P0620,38.73,8.32,104.0,4.0,Beauty,Summer,1.7,4,0
P0621,19.04,4.18,4482.0,7.0,Home,Fall,3.1,4,1
P0622,46.06,4.42,1325.0,7.0,Apparel,Spring,3.1,3,1
P0623,123.65,6.33,3567.0,3.0,Electronics,Fall,1.8,3,0
P0624,84.93,6.09,133.0,6.0,Apparel,Summer,2.9,2,0
P0625,101.01,7.9,129.0,5.0,Apparel,Summer,2.8,4,0
P0626,23.15,5.04,556.0,5.0,Beauty,Spring,,3,1
P0627,16.56,3.07,1216.0,8.0,Apparel,Winter,3.7,3,1
P0628,30.32,3.52,5742.0,5.0,Apparel,Spring,2.5,3,1
P0629,34.43,4.31,1552.0,5.0,Electronics,Spring,2.2,3,0
P0630,71.23,5.16,497.0,6.0,Home,Summer,2.9,2,1
P0631,10.13,3.2,194.0,7.0,Electronics,Fall,3.2,4,1
P0632,96.61,5.89,2910.0,6.0,Apparel,Fall,2.8,3,0
P0633,29.65,5.83,209.0,8.0,Apparel,Winter,3.6,5,0
P0634,24.56,7.21,4695.0,7.0,Apparel,Winter,3.3,5,1
P0635,16.31,3.77,473.0,2.0,Electronics,Winter,1.3,2,0
P0636,10.4,6.36,4486.0,5.0,Electronics,Winter,,3,1
P0637,58.92,4.85,,5.0,Toys,Spring,2.1,2,0
P0638,34.86,4.52,564.0,7.0,Electronics,Spring,3.0,3,1
P0639,13.42,3.29,357.0,1.0,Apparel,Fall,2.3,5,0
P0640,13.38,4.44,442.0,10.0,Sports,Spring,3.9,3,1
P0641,26.18,9.08,1112.0,7.0,Electronics,Fall,2.7,3,0
P0642,106.52,7.08,730.0,6.0,Home,Fall,3.2,4,0
P0643,27.61,3.99,326.0,8.0,Electronics,Fall,2.8,2,1
P0644,11.56,4.41,545.0,10.0,Home,Fall,4.2,2,1
P0645,27.88,3.53,731.0,8.0,Sports,Summer,4.5,2,1
P0646,27.36,6.61,52.0,8.0,Toys,Fall,3.0,2,0
P0647,5.01,3.7,1153.0,6.0,Electronics,Spring,2.1,1,1
P0648,31.88,4.35,205.0,6.0,Electronics,Spring,2.3,4,0
P0649,28.17,4.67,167.0,5.0,Electronics,Spring,2.9,5,0
P0650,53.91,5.59,88.0,5.0,Toys,Spring,3.0,3,0
P0651,120.82,6.24,77.0,5.0,Beauty,Summer,2.3,1,0
P0652,72.86,6.41,131.0,4.0,Apparel,Winter,2.5,2,0
P0653,27.43,3.74,284.0,6.0,Apparel,Winter,3.5,2,1
P0654,15.26,4.84,6932.0,3.0,Electronics,Fall,2.6,2,1
P0655,200.61,11.11,354.0,6.0,Apparel,Fall,2.8,4,0
P0656,34.52,5.98,823.0,6.0,Electronics,Spring,2.0,4,0
P0657,33.44,4.71,1076.0,6.0,Apparel,Spring,2.6,2,1
P0658,32.56,4.58,778.0,5.0,Home,Winter,2.4,4,1
P0659,38.04,3.87,606.0,10.0,Toys,Winter,4.2,5,1
P0660,29.93,5.64,158.0,8.0,Toys,Spring,3.5,5,0
P0661,22.16,3.64,3794.0,4.0,Electronics,Fall,2.6,5,1
P0662,22.58,4.21,5818.0,6.0,Home,Summer,3.4,2,1
P0663,32.36,3.97,88.0,5.0,Beauty,Summer,2.5,5,0
P0664,22.64,3.39,195.0,,Apparel,Winter,,3,0
P0665,20.11,4.59,475.0,4.0,Home,Winter,2.3,2,1
P0666,35.68,3.65,209.0,7.0,Electronics,Winter,3.3,3,0
P0667,27.7,5.4,1221.0,5.0,Apparel,Summer,2.9,2,1
P0668,94.9,5.92,278.0,8.0,Electronics,Summer,3.6,3,0
P0669,5.18,2.66,8938.0,8.0,Apparel,Spring,4.4,1,1
P0670,71.1,5.71,2776.0,8.0,Home,Fall,3.0,3,1
P0671,79.22,4.95,858.0,4.0,Electronics,Winter,2.0,5,0
P0672,7.76,3.22,2281.0,7.0,Electronics,Spring,3.2,3,1
P0673,26.05,5.12,2508.0,7.0,Apparel,Summer,3.4,3,1
P0674,25.53,3.36,338.0,5.0,Beauty,Spring,3.1,4,1
P0675,12.36,5.61,250.0,5.0,Electronics,Summer,2.5,4,0
P0676,19.21,3.08,731.0,9.0,Home,Fall,3.4,1,1
P0677,15.22,3.38,1871.0,6.0,Home,Summer,3.2,4,1
P0678,112.91,7.91,786.0,7.0,Electronics,Spring,3.6,3,0
P0679,63.75,4.98,100.0,5.0,Apparel,Fall,1.8,3,0
P0680,80.65,5.08,,4.0,Sports,Summer,2.2,4,0
P0681,54.88,4.82,609.0,5.0,Apparel,Winter,1.9,2,0
P0682,15.02,3.42,607.0,6.0,Apparel,Summer,2.6,2,1
P0683,22.94,5.96,7094.0,4.0,Sports,Fall,1.8,1,1
P0684,46.64,4.46,126.0,6.0,Apparel,Spring,3.2,2,1
P0685,14.08,5.26,1220.0,3.0,Electronics,Fall,1.9,5,0
P0686,54.55,7.47,3972.0,4.0,Electronics,Spring,1.7,3,0
P0687,27.99,4.19,10155.0,7.0,Electronics,Summer,3.6,1,1
P0688,25.47,6.88,409.0,7.0,Sports,Summer,2.7,2,1
P0689,54.47,4.84,1200.0,5.0,Home,Fall,2.7,1,0
P0690,45.19,8.85,1318.0,4.0,Home,Winter,1.9,2,0
P0691,25.72,3.41,841.0,4.0,Sports,Summer,2.1,3,1
P0692,74.55,6.48,591.0,5.0,Electronics,Winter,2.8,2,0
P0693,15.54,3.99,1122.0,7.0,Electronics,Winter,,4,1
P0694,50.97,4.76,50.0,8.0,Electronics,Fall,4.1,3,1
P0695,50.16,5.51,,5.0,Electronics,Summer,2.5,3,0
P0696,26.66,5.13,774.0,4.0,Toys,Winter,2.3,3,0
P0697,41.61,3.75,509.0,6.0,Sports,Summer,2.7,4,0
P0698,13.79,3.19,7756.0,5.0,Apparel,Spring,2.6,4,1
P0699,63.23,6.27,296.0,5.0,Apparel,Winter,2.7,3,0
P0700,29.1,5.02,410.0,8.0,Apparel,Fall,3.6,4,1
P0701,22.97,8.26,7258.0,7.0,Apparel,Fall,2.5,3,1
P0702,69.01,6.72,245.0,6.0,Apparel,Winter,3.0,4,0
P0703,20.23,7.62,344.0,4.0,Electronics,Summer,2.3,3,0
P0704,12.36,4.69,558.0,,Beauty,Spring,2.6,3,1
P0705,11.14,3.37,1824.0,8.0,Sports,Spring,3.1,3,1
P0706,50.61,4.19,854.0,5.0,Apparel,Fall,3.1,2,1
P0707,13.51,5.19,141.0,8.0,Electronics,Fall,3.8,2,1
P0708,113.11,7.44,351.0,8.0,Electronics,Summer,3.5,4,0
P0709,7.71,2.81,321.0,9.0,Sports,Fall,3.5,5,1
P0710,108.58,6.43,606.0,7.0,Beauty,Summer,2.9,4,0
P0711,38.39,8.36,1109.0,7.0,Beauty,Winter,3.8,1,1
P0712,30.95,4.47,1099.0,9.0,Electronics,Spring,4.0,5,1
P0713,22.61,4.03,79.0,7.0,Home,Winter,3.0,3,0
P0714,43.79,4.73,2384.0,5.0,Apparel,Fall,2.8,4,1
P0715,32.25,3.82,901.0,5.0,Home,Spring,2.2,2,1
P0716,71.69,5.34,3503.0,6.0,Apparel,Spring,3.5,3,1
P0717,35.87,4.27,1133.0,4.0,Electronics,Winter,2.7,3,1
P0718,36.79,3.68,2494.0,6.0,Home,Summer,2.7,1,1
P0719,25.67,5.46,1164.0,8.0,Electronics,Spring,3.3,4,1
P0720,31.82,4.26,3346.0,2.0,Apparel,Summer,1.0,5,0
P0721,41.08,6.32,,9.0,Apparel,Winter,3.4,3,1
P0722,10.0,5.65,591.0,8.0,Apparel,Winter,3.1,5,1
P0723,12.89,3.24,10167.0,5.0,Apparel,Summer,2.6,3,1
P0724,55.72,5.78,1933.0,7.0,Apparel,Winter,3.1,4,1
P0725,37.32,4.58,1324.0,6.0,Apparel,Spring,2.4,1,1
P0726,29.11,6.56,144.0,8.0,Apparel,Winter,3.5,5,0
P0727,33.55,3.87,142.0,8.0,Toys,Winter,3.8,5,0
P0728,42.24,5.47,945.0,3.0,Electronics,Spring,2.1,3,0
P0729,22.7,4.58,792.0,7.0,Apparel,Summer,2.5,1,1
P0730,19.21,3.6,318.0,6.0,Electronics,Winter,,3,1
P0731,37.98,3.86,788.0,,Beauty,Summer,2.3,1,1
P0732,16.7,4.58,4475.0,5.0,Home,Spring,2.9,4,1
P0733,44.07,5.83,1532.0,9.0,Electronics,Summer,4.3,3,1
P0734,10.06,3.37,169.0,8.0,Home,Summer,3.2,2,1
P0735,68.06,6.09,582.0,5.0,Sports,Fall,2.2,4,0
P0736,46.1,4.64,253.0,4.0,Sports,Fall,2.0,4,0
P0737,39.62,5.56,418.0,5.0,Home,Winter,1.6,4,0
P0738,65.88,4.81,405.0,7.0,Beauty,Fall,3.4,3,1
P0739,106.25,9.0,375.0,6.0,Beauty,Fall,2.8,1,0
P0740,67.36,5.03,148.0,8.0,Home,Fall,4.0,4,1
P0741,9.13,3.46,571.0,7.0,Electronics,Summer,2.8,3,1
P0742,13.52,3.0,339.0,8.0,Home,Summer,3.4,1,1
P0743,21.38,3.32,50.0,7.0,Sports,Fall,2.6,5,0
P0744,33.73,4.6,7813.0,3.0,Apparel,Spring,1.4,5,0
P0745,47.58,4.39,2457.0,6.0,Toys,Fall,2.4,3,1
P0746,19.93,5.8,423.0,8.0,Apparel,Spring,4.0,5,1
P0747,37.74,3.65,680.0,6.0,Electronics,Summer,2.6,3,1
P0748,19.52,3.8,163.0,7.0,Beauty,Spring,3.3,3,1
P0749,21.58,3.76,5089.0,5.0,Apparel,Summer,2.4,2,1
P0750,12.37,2.9,6482.0,,Electronics,Spring,1.7,5,1
P0751,17.35,3.22,803.0,6.0,Apparel,Summer,2.8,2,1
P0752,12.86,3.69,2272.0,7.0,Electronics,Summer,3.5,4,1
P0753,16.72,4.02,821.0,5.0,Apparel,Fall,2.1,2,1
P0754,69.24,5.35,134.0,6.0,Electronics,Winter,3.2,2,0
P0755,17.04,4.15,406.0,4.0,Electronics,Winter,1.9,4,0
P0756,209.07,10.13,779.0,8.0,Toys,Summer,,3,0
P0757,46.77,3.92,386.0,5.0,Toys,Fall,2.8,3,0
P0758,37.69,4.57,512.0,9.0,Apparel,Winter,3.7,4,1
P0759,18.16,8.01,596.0,9.0,Sports,Winter,4.0,5,1
P0760,54.07,5.22,604.0,6.0,Apparel,Fall,2.8,4,0
